Speaker,Modality,Verb,SemanticClass,LengthOfRecipient,AnimacyOfRec,DefinOfRec,PronomOfRec,LengthOfTheme,AnimacyOfTheme,DefinOfTheme,PronomOfTheme,RealizationOfRecipient,AccessOfRec,AccessOfTheme
NA,written,mail,t,2,animate,indefinite,nonpronominal,16,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,offer,a,5,animate,definite,nonpronominal,12,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,give,a,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,c,5,animate,definite,nonpronominal,18,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,give,a,1,animate,definite,pronominal,11,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,pay,t,2,animate,definite,nonpronominal,17,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,send,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,definite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,send,t,2,animate,definite,nonpronominal,30,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,pay,t,2,animate,definite,nonpronominal,14,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,pay,t,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,NP,given,given
NA,written,pay,t,1,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,1,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,bring,a,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,lend,t,5,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,inanimate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,3,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,give,a,1,inanimate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,grant,a,3,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,29,inanimate,definite,nonpronominal,NP,given,new
NA,written,owe,f,2,animate,definite,nonpronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,pay,t,3,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,indefinite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,bring,a,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,1,animate,indefinite,nonpronominal,20,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,hand,t,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,give,a,1,animate,definite,nonpronominal,16,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,nonpronominal,19,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,3,animate,indefinite,nonpronominal,5,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,cost,p,1,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,cost,p,2,animate,definite,nonpronominal,9,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,1,animate,definite,nonpronominal,11,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,promise,f,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,offer,t,4,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,1,animate,definite,nonpronominal,19,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,promise,a,8,animate,definite,nonpronominal,10,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,pay,t,4,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,pay,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,given
NA,written,deny,p,1,animate,definite,pronominal,17,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,offer,a,2,animate,indefinite,nonpronominal,10,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,1,inanimate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,indefinite,nonpronominal,22,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,give,a,2,inanimate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,offer,a,3,animate,indefinite,nonpronominal,12,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,give,t,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,give,a,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,new
NA,written,pay,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,inanimate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,NP,given,given
NA,written,teach,a,1,animate,indefinite,nonpronominal,13,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,hand,a,5,animate,definite,nonpronominal,8,inanimate,definite,nonpronominal,NP,new,new
NA,written,give,a,1,animate,definite,pronominal,7,inanimate,definite,nonpronominal,NP,given,given
NA,written,give,a,2,animate,definite,nonpronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,promise,a,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,permit,a,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,pay,t,1,animate,indefinite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,bring,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,6,animate,definite,nonpronominal,7,inanimate,definite,nonpronominal,NP,new,new
NA,written,give,a,1,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,indefinite,nonpronominal,8,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,pay,t,2,animate,definite,nonpronominal,8,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,2,animate,definite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,tell,a,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,give,c,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,cost,p,2,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,pay,t,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,t,2,animate,definite,nonpronominal,22,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,show,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,lend,a,4,inanimate,definite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,give,a,1,animate,definite,pronominal,8,inanimate,definite,nonpronominal,NP,given,new
NA,written,promise,f,1,animate,indefinite,nonpronominal,10,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,assess,p,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,charge,p,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,pay_back,t,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,give,a,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,charge,p,1,animate,definite,pronominal,18,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,sell,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,show,a,1,animate,definite,pronominal,9,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,5,inanimate,indefinite,pronominal,NP,given,accessible
NA,written,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,offer,a,2,animate,indefinite,nonpronominal,12,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,pay,t,1,animate,indefinite,nonpronominal,9,inanimate,definite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,send,t,1,animate,definite,pronominal,14,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,cost,p,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,sell,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,inanimate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,offer,a,7,animate,definite,nonpronominal,12,inanimate,definite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,show,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,net,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,cost,p,2,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,cost,p,2,animate,indefinite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,given
NA,written,give,a,2,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,definite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,offer,a,2,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,promise,a,3,animate,definite,nonpronominal,16,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,2,animate,definite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,c,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,sell,t,1,animate,definite,pronominal,16,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,lend,t,4,animate,definite,nonpronominal,2,animate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,3,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,promise,f,8,animate,indefinite,nonpronominal,16,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,2,animate,indefinite,nonpronominal,14,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,allow,a,3,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,pay,t,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,3,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,offer,a,1,animate,definite,pronominal,5,inanimate,definite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,3,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,give,a,2,animate,definite,nonpronominal,9,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,2,inanimate,definite,nonpronominal,12,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,cost,p,3,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,send,a,2,animate,definite,nonpronominal,28,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,cost,p,1,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,cost,p,2,animate,definite,nonpronominal,7,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,pay,t,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,lend,t,3,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,give,a,1,animate,definite,nonpronominal,18,inanimate,indefinite,nonpronominal,NP,given,new
NA,written,give,a,1,animate,indefinite,nonpronominal,12,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,t,1,animate,indefinite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,offer,a,2,animate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,give,a,6,inanimate,definite,nonpronominal,6,inanimate,indefinite,nonpronominal,NP,accessible,new
NA,written,tell,a,1,animate,definite,pronominal,7,inanimate,indefinite,pronominal,NP,given,new
NA,written,fine,p,3,animate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,new,new
NA,written,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,17,animate,definite,nonpronominal,12,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,do,a,2,inanimate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,bring,a,1,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,15,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,16,inanimate,definite,nonpronominal,NP,accessible,accessible
NA,written,cost,p,1,animate,indefinite,nonpronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,accessible
NA,written,give,a,1,animate,indefinite,nonpronominal,15,inanimate,indefinite,nonpronominal,NP,given,accessible
NA,written,give,a,1,animate,definite,nonpronominal,13,inanimate,indefinite,nonpronominal,NP,given,new
